304,550856,836289
307,561818,852309
310,572888,866404
313,584066,881372
316,595352,895957
319,606746,912767
322,618248,926412
325,629858,942831
328,641576,959143
331,653402,975696
334,665336,990060
337,677378,1007530
340,689528,1023909
343,701786,1039958
346,714152,1054945
349,726626,1074963
352,739208,1089410
355,751898,1106801
358,764696,1123239
361,777602,1141538
364,790616,1158263
367,803738,1176540
370,816968,1192460
373,830306,1210325
376,843752,1228916
379,857306,1247118
382,870968,1263852
385,884738,1281657
388,898616,1302057
391,912602,1318909
394,926696,1336815
397,940898,1357598
400,955208,1375427
403,969626,1396016
406,984152,1413019
409,998786,1433911
412,1013528,1452895
415,1028378,1470665
418,1043336,1489990
421,1058402,1509902
424,1073576,1529062
427,1088858,1550274
430,1104248,1568521
433,1119746,1591873
436,1135352,1611114
439,1151066,1632058
442,1166888,1651433
445,1182818,1673636
448,1198856,1694271
451,1215002,1714922
454,1231256,1733850
457,1247618,1757566
460,1264088,1778306
463,1280666,1800767
466,1297352,1821866
469,1314146,1845100
472,1331048,1864782
475,1348058,1887652
478,1365176,1908415
481,1382402,1932670
484,1399736,1955821
487,1417178,1978499
490,1434728,1998888
493,1452386,2021864
496,1470152,2043767
499,1488026,2067697
502,1506008,2092368
505,1524098,2115930
508,1542296,2137447
511,1560602,2162612
515,1585178,2192143
519,1609946,2223290
523,1634906,2256748
527,1660058,2289369
531,1685402,2322504
535,1710938,2354694
539,1736666,2387771
543,1762586,2420594
547,1788698,2454019
551,1815002,2488472
555,1841498,2522483
559,1868186,2556500
563,1895066,2590762
567,1922138,2624111
571,1949402,2658938
575,1976858,2695843
579,2004506,2728609
583,2032346,2763088
587,2060378,2800500
591,2088602,2837809
595,2117018,2873124
599,2145626,2909769
603,2174426,2943814
607,2203418,2984348
611,2232602,3020730
615,2261978,3055855
619,2291546,3094267
623,2321306,3132798
627,2351258,3169519
631,2381402,3207947
635,2411738,3245636
639,2442266,3285650
643,2472986,3324537
647,2503898,3363546
651,2535002,3403101
655,2566298,3440917
659,2597786,3483902
663,2629466,3521695
667,2661338,3562077
671,2693402,3603326
675,2725658,3642329
679,2758106,3684120
683,2790746,3723276
687,2823578,3767899
691,2856602,3810806
695,2889818,3848624
699,2923226,3892084
703,2956826,3935289
707,2990618,3976946
711,3024602,4019994
715,3058778,4065111
719,3093146,4105759
723,3127706,4148670
727,3162458,4193209
731,3197402,4234547
735,3232538,4279017
739,3267866,4325212
743,3303386,4368806
747,3339098,4411502
751,3375002,4459628
755,3411098,4502863
759,3447386,4549151
763,3483866,4593217
767,3520538,4643554
771,3557402,4687910
775,3594458,4733700
779,3631706,4780022
783,3669146,4827560
787,3706778,4872672
791,3744602,4922415
795,3782618,4969534
799,3820826,5018004
803,3859226,5062279
807,3897818,5109677
811,3936602,5162774
815,3975578,5210523
819,4014746,5257281
823,4054106,5306448
827,4093658,5355115
831,4133402,5405818
835,4173338,5455498
839,4213466,5505700
843,4253786,5553006
847,4294298,5605603
851,4335002,5657555
855,4375898,5707495
859,4416986,5759933
863,4458266,5809831
867,4499738,5862082
871,4541402,5913118
875,4583258,5965607
879,4625306,6017261
883,4667546,6067205
887,4709978,6122048
891,4752602,6176288
895,4795418,6230633
899,4838426,6284030
903,4881626,6335052
907,4925018,6389891
911,4968602,6442774
915,5012378,6498586
919,5056346,6552438
923,5100506,6607214
927,5144858,6661680
931,5189402,6720204
935,5234138,6774212
939,5279066,6825935
943,5324186,6883853
947,5369498,6941015
951,5415002,6996405
955,5460698,7052842
959,5506586,7109386
963,5552666,7168754
967,5598938,7224953
971,5645402,7277827
975,5692058,7340119
979,5738906,7397625
983,5785946,7455424
987,5833178,7512015
991,5880602,7572368
995,5928218,7632491
999,5976026,7688547
1003,6024026,7748294
1007,6072218,7808796
1011,6120602,7871037
1015,6169178,7929647
1019,6217946,7987208
1023,6266906,8049514
1029,6340706,8139611
1035,6414938,8233798
1041,6489602,8324070
1047,6564698,8416731
1053,6640226,8511088
1059,6716186,8602491
1065,6792578,8698459
1071,6869402,8791626
1077,6946658,8886148
1083,7024346,8982326
1089,7102466,9079937
1095,7181018,9175687
1101,7260002,9268178
1107,7339418,9368287
1113,7419266,9467317
1119,7499546,9567880
1125,7580258,9665610
1131,7661402,9765682
1137,7742978,9864764
1143,7824986,9968456
1149,7907426,10068152
1155,7990298,10165248
1161,8073602,10268356
1167,8157338,10373928
1173,8241506,10477483
1179,8326106,10581256
1185,8411138,10689368
1191,8496602,10789764
1197,8582498,10899703
1203,8668826,11002536
1209,8755586,11106345
1215,8842778,11216466
1221,8930402,11324381
1227,9018458,11431302
1233,9106946,11541851
1239,9195866,11650279
1245,9285218,11757520
1251,9375002,11865663
1257,9465218,11977643
1263,9555866,12092748
1269,9646946,12199480
1275,9738458,12310992
1281,9830402,12424295
1287,9922778,12536356
1293,10015586,12652107
1299,10108826,12764835
1305,10202498,12877871
1311,10296602,12994490
1317,10391138,13111047
1323,10486106,13226813
1329,10581506,13341729
1335,10677338,13460556
1341,10773602,13576037
1347,10870298,13693460
1353,10967426,13817895
1359,11064986,13934487
1365,11162978,14053567
1371,11261402,14178619
1377,11360258,14293865
1383,11459546,14418348
1389,11559266,14538467
1395,11659418,14657502
1401,11760002,14781564
1407,11861018,14901230
1413,11962466,15027155
1419,12064346,15150800
1425,12166658,15275521
1431,12269402,15402819
1437,12372578,15524415
1443,12476186,15659830
1449,12580226,15782546
1455,12684698,15906676
1461,12789602,16036439
1467,12894938,16168863
1473,13000706,16289501
1479,13106906,16423725
1485,13213538,16551278
1491,13320602,16679211
1497,13428098,16813462
1503,13536026,16947002
1509,13644386,17073604
1515,13753178,17206767
1521,13862402,17342945
1527,13972058,17473355
